row	Branches	BB	CGB	CGR	IIB	ITEB	LGS	LTG	MEB	OD	OEEB	REB
2338	OEEB,ITEB	false	false	false	false	true	false	false	false	false	true	false
2339	CGB	false	true	false	false	false	false	false	false	false	false	false
2340	REB	false	false	false	false	false	false	false	false	false	false	true
2341	IIB	false	false	false	true	false	false	false	false	false	false	false
2342	REB	false	false	false	false	false	false	false	false	false	false	true
2343	ITEB	false	false	false	false	true	false	false	false	false	false	false
2344	IIB	false	false	false	true	false	false	false	false	false	false	false
2345	BB	true	false	false	false	false	false	false	false	false	false	false
2346	BB,REB	true	false	false	false	false	false	false	false	false	false	true
2347	CGB,OD,MEB,LTG,OEEB,CGR,ITEB,LGS	false	true	true	false	true	true	true	true	true	true	false
2348	MEB	false	false	false	false	false	false	false	true	false	false	false
2349	MEB	false	false	false	false	false	false	false	true	false	false	false
2350	MEB	false	false	false	false	false	false	false	true	false	false	false
2351	LTG	false	false	false	false	false	false	true	false	false	false	false
2352	LTG,IIB	false	false	false	true	false	false	true	false	false	false	false
2353	MEB	false	false	false	false	false	false	false	true	false	false	false
2354	OD,CGR,OEEB,CGB,MEB,ITEB	false	true	true	false	true	false	false	true	true	true	false
2355	none	false	false	false	false	false	false	false	false	false	false	false
2356	CGB	false	true	false	false	false	false	false	false	false	false	false
2357	ITEB	false	false	false	false	true	false	false	false	false	false	false
2358	CGB,MEB	false	true	false	false	false	false	false	true	false	false	false
2359	REB	false	false	false	false	false	false	false	false	false	false	true
2360	REB	false	false	false	false	false	false	false	false	false	false	true
2361	MEB	false	false	false	false	false	false	false	true	false	false	false
2362	BB,IIB	true	false	false	true	false	false	false	false	false	false	false
2363	BB,ITEB	true	false	false	false	true	false	false	false	false	false	false
2364	MEB	false	false	false	false	false	false	false	true	false	false	false
2365	OD,CGR,ITEB	false	false	true	false	true	false	false	false	true	false	false
2366	OD,CGR,REB	false	false	true	false	false	false	false	false	true	false	true
2367	OD,CGR,LGS,BB,ITEB,OEEB	true	false	true	false	true	true	false	false	true	true	false
2368	OEEB,MEB,OD,CGR,BB	true	false	true	false	false	false	false	true	true	true	false
2369	CGB,OD	false	true	false	false	false	false	false	false	true	false	false
2370	OEEB,OD,CGR,BB	true	false	true	false	false	false	false	false	true	true	false
2371	IIB,BB	true	false	false	true	false	false	false	false	false	false	false
2372	BB	true	false	false	false	false	false	false	false	false	false	false
2373	OD,CGR,LTG	false	false	true	false	false	false	true	false	true	false	false
2374	ITEB	false	false	false	false	true	false	false	false	false	false	false
2375	REB	false	false	false	false	false	false	false	false	false	false	true
2376	BB	true	false	false	false	false	false	false	false	false	false	false
2377	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2378	OD	false	false	false	false	false	false	false	false	true	false	false
2379	OEEB,BB	true	false	false	false	false	false	false	false	false	true	false
2380	REB	false	false	false	false	false	false	false	false	false	false	true
2381	BB,IIB,MEB,REB	true	false	false	true	false	false	false	true	false	false	true
2382	OEEB,MEB,OD,CGR,BB	true	false	true	false	false	false	false	true	true	true	false
2383	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2384	REB	false	false	false	false	false	false	false	false	false	false	true
2385	LTG,OEEB,BB	true	false	false	false	false	false	true	false	false	true	false
2386	LTG,OD,LGS,CGR	false	false	true	false	false	true	true	false	true	false	false
2387	OEEB,IIB,OD,CGR,BB	true	false	true	true	false	false	false	false	true	true	false
2388	none	false	false	false	false	false	false	false	false	false	false	false
2389	IIB	false	false	false	true	false	false	false	false	false	false	false
2390	OD,LGS,CGR,REB,ITEB	false	false	true	false	true	true	false	false	true	false	true
2391	REB	false	false	false	false	false	false	false	false	false	false	true
2392	REB	false	false	false	false	false	false	false	false	false	false	true
2393	MEB	false	false	false	false	false	false	false	true	false	false	false
2394	REB,IIB	false	false	false	true	false	false	false	false	false	false	true
2395	CGB	false	true	false	false	false	false	false	false	false	false	false
2396	MEB	false	false	false	false	false	false	false	true	false	false	false
2397	IIB,LTG,OD,LGS,CGR,ITEB,CGB,BB	true	true	true	true	true	true	true	false	true	false	false
2398	IIB,MEB,BB,OD,CGR,CGB	true	true	true	true	false	false	false	true	true	false	false
2399	IIB	false	false	false	true	false	false	false	false	false	false	false
2400	REB,OD,CGB,IIB	false	true	false	true	false	false	false	false	true	false	true
2401	LTG	false	false	false	false	false	false	true	false	false	false	false
2402	REB	false	false	false	false	false	false	false	false	false	false	true
2403	MEB	false	false	false	false	false	false	false	true	false	false	false
2404	IIB	false	false	false	true	false	false	false	false	false	false	false
2405	ITEB	false	false	false	false	true	false	false	false	false	false	false
2406	MEB,ITEB,BB	true	false	false	false	true	false	false	true	false	false	false
2407	MEB	false	false	false	false	false	false	false	true	false	false	false
2408	REB,OD	false	false	false	false	false	false	false	false	true	false	true
2409	OD,CGR,BB,LGS	true	false	true	false	false	true	false	false	true	false	false
2410	OD,BB,MEB	true	false	false	false	false	false	false	true	true	false	false
2411	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
2412	MEB	false	false	false	false	false	false	false	true	false	false	false
2413	MEB	false	false	false	false	false	false	false	true	false	false	false
2414	REB	false	false	false	false	false	false	false	false	false	false	true
2415	BB	true	false	false	false	false	false	false	false	false	false	false
2416	MEB,ITEB,CGB	false	true	false	false	true	false	false	true	false	false	false
2417	IIB	false	false	false	true	false	false	false	false	false	false	false
2418	OD,CGR,REB,BB	true	false	true	false	false	false	false	false	true	false	true
2419	IIB	false	false	false	true	false	false	false	false	false	false	false
2420	ITEB	false	false	false	false	true	false	false	false	false	false	false
2421	REB	false	false	false	false	false	false	false	false	false	false	true
2422	IIB	false	false	false	true	false	false	false	false	false	false	false
2423	REB	false	false	false	false	false	false	false	false	false	false	true
2424	REB,OD	false	false	false	false	false	false	false	false	true	false	true
2425	IIB	false	false	false	true	false	false	false	false	false	false	false
2426	MEB	false	false	false	false	false	false	false	true	false	false	false
2427	BB,IIB	true	false	false	true	false	false	false	false	false	false	false
2428	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2429	OD,CGR,LTG	false	false	true	false	false	false	true	false	true	false	false
2430	OD,CGR,MEB	false	false	true	false	false	false	false	true	true	false	false
2431	OD,CGR,BB,OEEB,LGS,ITEB	true	false	true	false	true	true	false	false	true	true	false
2432	OD,CGR,LTG	false	false	true	false	false	false	true	false	true	false	false
2433	OD,ITEB	false	false	false	false	true	false	false	false	true	false	false
2434	REB	false	false	false	false	false	false	false	false	false	false	true
2435	OD	false	false	false	false	false	false	false	false	true	false	false
2436	MEB	false	false	false	false	false	false	false	true	false	false	false
2437	REB	false	false	false	false	false	false	false	false	false	false	true
2438	MEB	false	false	false	false	false	false	false	true	false	false	false
2439	none	false	false	false	false	false	false	false	false	false	false	false
2440	OEEB,BB	true	false	false	false	false	false	false	false	false	true	false
2441	ITEB,MEB,OEEB	false	false	false	false	true	false	false	true	false	true	false
2442	OD,MEB	false	false	false	false	false	false	false	true	true	false	false
2443	OEEB,ITEB	false	false	false	false	true	false	false	false	false	true	false
2444	OD	false	false	false	false	false	false	false	false	true	false	false
2445	IIB	false	false	false	true	false	false	false	false	false	false	false
2446	MEB	false	false	false	false	false	false	false	true	false	false	false
2447	OEEB,BB	true	false	false	false	false	false	false	false	false	true	false
2448	OEEB,IIB,MEB	false	false	false	true	false	false	false	true	false	true	false
2449	REB,LTG	false	false	false	false	false	false	true	false	false	false	true
2450	OEEB,OD,LGS,MEB	false	false	false	false	false	true	false	true	true	true	false
2451	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
2452	IIB	false	false	false	true	false	false	false	false	false	false	false
2453	OEEB	false	false	false	false	false	false	false	false	false	true	false
2454	MEB	false	false	false	false	false	false	false	true	false	false	false
2455	CGB	false	true	false	false	false	false	false	false	false	false	false
2456	OEEB	false	false	false	false	false	false	false	false	false	true	false
2457	ITEB,MEB	false	false	false	false	true	false	false	true	false	false	false
2458	IIB	false	false	false	true	false	false	false	false	false	false	false
2459	OEEB,MEB,BB	true	false	false	false	false	false	false	true	false	true	false
2460	REB	false	false	false	false	false	false	false	false	false	false	true
2461	LTG	false	false	false	false	false	false	true	false	false	false	false
2462	BB	true	false	false	false	false	false	false	false	false	false	false
2463	OD,CGR,CGB	false	true	true	false	false	false	false	false	true	false	false
2464	OEEB,MEB,BB	true	false	false	false	false	false	false	true	false	true	false
2465	OEEB,MEB,BB	true	false	false	false	false	false	false	true	false	true	false
2466	BB,LTG,OEEB	true	false	false	false	false	false	true	false	false	true	false
2467	REB	false	false	false	false	false	false	false	false	false	false	true
2468	REB	false	false	false	false	false	false	false	false	false	false	true
2469	CGB	false	true	false	false	false	false	false	false	false	false	false
2470	OD,CGR,LGS,CGB,MEB,ITEB	false	true	true	false	true	true	false	true	true	false	false
2471	LTG,OD,CGR,LGS,CGB,IIB	false	true	true	true	false	true	true	false	true	false	false
2472	CGB	false	true	false	false	false	false	false	false	false	false	false
2473	OD,LGS,REB	false	false	false	false	false	true	false	false	true	false	true
2474	CGB,ITEB,BB,MEB	true	true	false	false	true	false	false	true	false	false	false
2475	ITEB,BB	true	false	false	false	true	false	false	false	false	false	false
2476	MEB,OD,OEEB,LGS	false	false	false	false	false	true	false	true	true	true	false
2477	MEB	false	false	false	false	false	false	false	true	false	false	false
2478	CGB	false	true	false	false	false	false	false	false	false	false	false
2479	MEB	false	false	false	false	false	false	false	true	false	false	false
2480	OD,CGR	false	false	true	false	false	false	false	false	true	false	false
2481	CGB,BB	true	true	false	false	false	false	false	false	false	false	false
2482	OD,LGS,REB	false	false	false	false	false	true	false	false	true	false	true
2483	BB,OD,OEEB,LGS,LTG	true	false	false	false	false	true	true	false	true	true	false
2484	MEB,ITEB	false	false	false	false	true	false	false	true	false	false	false
2485	MEB,BB	true	false	false	false	false	false	false	true	false	false	false
2486	CGB,MEB	false	true	false	false	false	false	false	true	false	false	false
2487	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2488	REB	false	false	false	false	false	false	false	false	false	false	true
2489	CGB	false	true	false	false	false	false	false	false	false	false	false
2490	REB	false	false	false	false	false	false	false	false	false	false	true
2491	OD,CGR,ITEB,CGB	false	true	true	false	true	false	false	false	true	false	false
2492	BB,REB	true	false	false	false	false	false	false	false	false	false	true
2493	ITEB	false	false	false	false	true	false	false	false	false	false	false
2494	BB,REB,CGB,IIB	true	true	false	true	false	false	false	false	false	false	true
2495	MEB	false	false	false	false	false	false	false	true	false	false	false
2496	BB,REB	true	false	false	false	false	false	false	false	false	false	true
2497	ITEB	false	false	false	false	true	false	false	false	false	false	false
2498	LTG,BB,CGB	true	true	false	false	false	false	true	false	false	false	false
2499	BB,OD,CGR,LGS,CGB,MEB,IIB	true	true	true	true	false	true	false	true	true	false	false
2500	REB	false	false	false	false	false	false	false	false	false	false	true
2501	MEB,ITEB	false	false	false	false	true	false	false	true	false	false	false
2502	CGB,LTG	false	true	false	false	false	false	true	false	false	false	false
2503	REB	false	false	false	false	false	false	false	false	false	false	true
2504	BB	true	false	false	false	false	false	false	false	false	false	false
2505	REB	false	false	false	false	false	false	false	false	false	false	true
2506	BB,OD,CGR,CGB,MEB,IIB	true	true	true	true	false	false	false	true	true	false	false
2507	CGB	false	true	false	false	false	false	false	false	false	false	false
2508	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
2509	BB,LTG,OD,CGR,LGS,OEEB,CGB,MEB	true	true	true	false	false	true	true	true	true	true	false
2510	OEEB	false	false	false	false	false	false	false	false	false	true	false
2511	MEB	false	false	false	false	false	false	false	true	false	false	false
2512	OEEB	false	false	false	false	false	false	false	false	false	true	false
2513	OEEB,BB	true	false	false	false	false	false	false	false	false	true	false
2514	REB	false	false	false	false	false	false	false	false	false	false	true
2515	BB,OD,CGR,ITEB	true	false	true	false	true	false	false	false	true	false	false
2516	OEEB,ITEB	false	false	false	false	true	false	false	false	false	true	false
2517	OD,LGS,LTG,MEB,CGB,OEEB,BB	true	true	false	false	false	true	true	true	true	true	false
2518	REB	false	false	false	false	false	false	false	false	false	false	true
2519	REB	false	false	false	false	false	false	false	false	false	false	true
2520	ITEB,OEEB	false	false	false	false	true	false	false	false	false	true	false
2521	BB	true	false	false	false	false	false	false	false	false	false	false
2522	OD,CGB	false	true	false	false	false	false	false	false	true	false	false
2523	IIB,BB	true	false	false	true	false	false	false	false	false	false	false
2524	REB	false	false	false	false	false	false	false	false	false	false	true
2525	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
2526	OD,CGR,REB	false	false	true	false	false	false	false	false	true	false	true
2527	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2528	BB	true	false	false	false	false	false	false	false	false	false	false
2529	BB,OD,CGB	true	true	false	false	false	false	false	false	true	false	false
2530	REB	false	false	false	false	false	false	false	false	false	false	true
2531	MEB	false	false	false	false	false	false	false	true	false	false	false
2532	OD,CGB	false	true	false	false	false	false	false	false	true	false	false
2533	OD,CGR,LTG,MEB	false	false	true	false	false	false	true	true	true	false	false
2534	OD,CGR	false	false	true	false	false	false	false	false	true	false	false
2535	ITEB,OEEB,MEB	false	false	false	false	true	false	false	true	false	true	false
2536	LTG,IIB	false	false	false	true	false	false	true	false	false	false	false
2537	MEB	false	false	false	false	false	false	false	true	false	false	false
2538	OEEB	false	false	false	false	false	false	false	false	false	true	false
2539	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2540	REB,OD,CGB,IIB	false	true	false	true	false	false	false	false	true	false	true
2541	ITEB	false	false	false	false	true	false	false	false	false	false	false
2542	ITEB	false	false	false	false	true	false	false	false	false	false	false
2543	ITEB,MEB,OEEB	false	false	false	false	true	false	false	true	false	true	false
2544	OD,BB,LGS,OEEB,MEB	true	false	false	false	false	true	false	true	true	true	false
2545	MEB,CGB,BB	true	true	false	false	false	false	false	true	false	false	false
2546	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
2547	ITEB	false	false	false	false	true	false	false	false	false	false	false
2548	CGB,IIB,OD,BB	true	true	false	true	false	false	false	false	true	false	false
2549	MEB	false	false	false	false	false	false	false	true	false	false	false
2550	REB	false	false	false	false	false	false	false	false	false	false	true
2551	OEEB	false	false	false	false	false	false	false	false	false	true	false
2552	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
2553	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
2554	MEB	false	false	false	false	false	false	false	true	false	false	false
2555	BB,IIB	true	false	false	true	false	false	false	false	false	false	false
2556	REB,IIB,MEB	false	false	false	true	false	false	false	true	false	false	true
2557	OD,OEEB	false	false	false	false	false	false	false	false	true	true	false
2558	BB	true	false	false	false	false	false	false	false	false	false	false
2559	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2560	CGB,ITEB,OD,CGR	false	true	true	false	true	false	false	false	true	false	false
2561	OD,CGB	false	true	false	false	false	false	false	false	true	false	false
2562	OD,CGR,MEB	false	false	true	false	false	false	false	true	true	false	false
2563	REB	false	false	false	false	false	false	false	false	false	false	true
2564	REB,MEB	false	false	false	false	false	false	false	true	false	false	true
2565	OEEB	false	false	false	false	false	false	false	false	false	true	false
2566	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2567	OEEB,BB	true	false	false	false	false	false	false	false	false	true	false
2568	REB,ITEB,MEB	false	false	false	false	true	false	false	true	false	false	true
2569	LTG,OD,CGR	false	false	true	false	false	false	true	false	true	false	false
2570	MEB	false	false	false	false	false	false	false	true	false	false	false
2571	MEB	false	false	false	false	false	false	false	true	false	false	false
2572	CGB	false	true	false	false	false	false	false	false	false	false	false
2573	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2574	MEB	false	false	false	false	false	false	false	true	false	false	false
2575	LTG	false	false	false	false	false	false	true	false	false	false	false
2576	IIB	false	false	false	true	false	false	false	false	false	false	false
2577	MEB,BB	true	false	false	false	false	false	false	true	false	false	false
2578	IIB,LTG,OD,CGR	false	false	true	true	false	false	true	false	true	false	false
2579	CGB	false	true	false	false	false	false	false	false	false	false	false
2580	CGB,OD,LGS,OEEB	false	true	false	false	false	true	false	false	true	true	false
2581	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2582	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2583	BB	true	false	false	false	false	false	false	false	false	false	false
2584	MEB	false	false	false	false	false	false	false	true	false	false	false
2585	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
2586	IIB	false	false	false	true	false	false	false	false	false	false	false
2587	REB	false	false	false	false	false	false	false	false	false	false	true
2588	CGB	false	true	false	false	false	false	false	false	false	false	false
2589	CGB,ITEB,OD	false	true	false	false	true	false	false	false	true	false	false
2590	OEEB	false	false	false	false	false	false	false	false	false	true	false
2591	OEEB,ITEB	false	false	false	false	true	false	false	false	false	true	false
2592	IIB,MEB	false	false	false	true	false	false	false	true	false	false	false
2593	BB,REB,IIB	true	false	false	true	false	false	false	false	false	false	true
2594	REB	false	false	false	false	false	false	false	false	false	false	true
2595	BB,OEEB	true	false	false	false	false	false	false	false	false	true	false
2596	REB,BB	true	false	false	false	false	false	false	false	false	false	true
2597	MEB	false	false	false	false	false	false	false	true	false	false	false
2598	BB,REB,OEEB,MEB,IIB	true	false	false	true	false	false	false	true	false	true	true
2599	OEEB	false	false	false	false	false	false	false	false	false	true	false
2600	CGB,MEB	false	true	false	false	false	false	false	true	false	false	false
2601	IIB,MEB,CGB,BB	true	true	false	true	false	false	false	true	false	false	false
2602	ITEB	false	false	false	false	true	false	false	false	false	false	false
2603	OEEB	false	false	false	false	false	false	false	false	false	true	false
2604	BB	true	false	false	false	false	false	false	false	false	false	false
2605	CGB,MEB	false	true	false	false	false	false	false	true	false	false	false
2606	OD,LGS,OEEB,BB	true	false	false	false	false	true	false	false	true	true	false
2607	OD,CGR	false	false	true	false	false	false	false	false	true	false	false
2608	IIB	false	false	false	true	false	false	false	false	false	false	false
2609	MEB	false	false	false	false	false	false	false	true	false	false	false
2610	ITEB,MEB	false	false	false	false	true	false	false	true	false	false	false
2611	OD,CGR,CGB	false	true	true	false	false	false	false	false	true	false	false
2612	IIB	false	false	false	true	false	false	false	false	false	false	false
2613	IIB,BB,MEB	true	false	false	true	false	false	false	true	false	false	false
2614	OEEB	false	false	false	false	false	false	false	false	false	true	false
2615	REB,OEEB	false	false	false	false	false	false	false	false	false	true	true
2616	IIB,MEB	false	false	false	true	false	false	false	true	false	false	false
2617	OD,CGR,LTG	false	false	true	false	false	false	true	false	true	false	false
2618	CGB,MEB	false	true	false	false	false	false	false	true	false	false	false
2619	LTG	false	false	false	false	false	false	true	false	false	false	false
2620	BB,OEEB,ITEB,MEB	true	false	false	false	true	false	false	true	false	true	false
2621	REB	false	false	false	false	false	false	false	false	false	false	true
2622	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2623	CGB,OD	false	true	false	false	false	false	false	false	true	false	false
2624	CGB	false	true	false	false	false	false	false	false	false	false	false
2625	CGB,ITEB,MEB	false	true	false	false	true	false	false	true	false	false	false
2626	REB,BB	true	false	false	false	false	false	false	false	false	false	true
2627	LTG,BB	true	false	false	false	false	false	true	false	false	false	false
2628	MEB	false	false	false	false	false	false	false	true	false	false	false
2629	REB	false	false	false	false	false	false	false	false	false	false	true
2630	CGB	false	true	false	false	false	false	false	false	false	false	false
2631	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2632	OEEB	false	false	false	false	false	false	false	false	false	true	false
2633	REB	false	false	false	false	false	false	false	false	false	false	true
2634	OD,LGS,CGB,LTG,BB,OEEB,MEB	true	true	false	false	false	true	true	true	true	true	false
2635	OD,CGR,BB,MEB	true	false	true	false	false	false	false	true	true	false	false
2636	CGB,MEB	false	true	false	false	false	false	false	true	false	false	false
2637	CGB,OD,CGR,LTG	false	true	true	false	false	false	true	false	true	false	false
2638	REB	false	false	false	false	false	false	false	false	false	false	true
2639	CGB	false	true	false	false	false	false	false	false	false	false	false
2640	OD,LGS,CGB,LTG,BB,ITEB,OEEB,MEB	true	true	false	false	true	true	true	true	true	true	false
2641	OD,CGR,BB,LTG,MEB	true	false	true	false	false	false	true	true	true	false	false
2642	LTG	false	false	false	false	false	false	true	false	false	false	false
2643	BB,REB,IIB	true	false	false	true	false	false	false	false	false	false	true
2644	REB	false	false	false	false	false	false	false	false	false	false	true
2645	OEEB	false	false	false	false	false	false	false	false	false	true	false
2646	REB	false	false	false	false	false	false	false	false	false	false	true
2647	REB	false	false	false	false	false	false	false	false	false	false	true
2648	REB	false	false	false	false	false	false	false	false	false	false	true
2649	REB,IIB	false	false	false	true	false	false	false	false	false	false	true
2650	MEB	false	false	false	false	false	false	false	true	false	false	false
2651	REB,BB	true	false	false	false	false	false	false	false	false	false	true
2652	OD,CGR,MEB	false	false	true	false	false	false	false	true	true	false	false
2653	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
2654	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2655	ITEB	false	false	false	false	true	false	false	false	false	false	false
2656	CGB	false	true	false	false	false	false	false	false	false	false	false
2657	REB	false	false	false	false	false	false	false	false	false	false	true
2658	MEB,OEEB,BB	true	false	false	false	false	false	false	true	false	true	false
2659	OEEB	false	false	false	false	false	false	false	false	false	true	false
2660	IIB,MEB	false	false	false	true	false	false	false	true	false	false	false
2661	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2662	LTG	false	false	false	false	false	false	true	false	false	false	false
2663	BB,OEEB,REB	true	false	false	false	false	false	false	false	false	true	true
2664	REB,IIB,OD,ITEB,LGS,OEEB	false	false	false	true	true	true	false	false	true	true	true
2665	MEB	false	false	false	false	false	false	false	true	false	false	false
2666	ITEB,LTG	false	false	false	false	true	false	true	false	false	false	false
2667	MEB	false	false	false	false	false	false	false	true	false	false	false
2668	REB	false	false	false	false	false	false	false	false	false	false	true
2669	BB	true	false	false	false	false	false	false	false	false	false	false
2670	CGB,ITEB	false	true	false	false	true	false	false	false	false	false	false
2671	none	false	false	false	false	false	false	false	false	false	false	false
2672	LTG,OD,ITEB,LGS,CGR,BB	true	false	true	false	true	true	true	false	true	false	false
2673	BB	true	false	false	false	false	false	false	false	false	false	false
2674	CGB,ITEB,OEEB,MEB	false	true	false	false	true	false	false	true	false	true	false
2675	MEB	false	false	false	false	false	false	false	true	false	false	false
2676	OD,LGS,ITEB,LTG,MEB,OEEB	false	false	false	false	true	true	true	true	true	true	false
2677	CGB,LTG,OD,LGS,OEEB,MEB	false	true	false	false	false	true	true	true	true	true	false
2678	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2679	CGB	false	true	false	false	false	false	false	false	false	false	false
2680	CGB,ITEB,OD	false	true	false	false	true	false	false	false	true	false	false
2681	REB	false	false	false	false	false	false	false	false	false	false	true
2682	BB	true	false	false	false	false	false	false	false	false	false	false
2683	IIB	false	false	false	true	false	false	false	false	false	false	false
2684	MEB,IIB,BB	true	false	false	true	false	false	false	true	false	false	false
2685	REB	false	false	false	false	false	false	false	false	false	false	true
2686	ITEB	false	false	false	false	true	false	false	false	false	false	false
2687	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
2688	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2689	OEEB,BB	true	false	false	false	false	false	false	false	false	true	false
2690	CGB,OD,LGS	false	true	false	false	false	true	false	false	true	false	false
2691	OD,LGS,LTG,BB	true	false	false	false	false	true	true	false	true	false	false
2692	CGB	false	true	false	false	false	false	false	false	false	false	false
2693	IIB	false	false	false	true	false	false	false	false	false	false	false
2694	OD,CGR,LTG	false	false	true	false	false	false	true	false	true	false	false
2695	LTG,OD,CGR,LGS,IIB	false	false	true	true	false	true	true	false	true	false	false
2696	MEB	false	false	false	false	false	false	false	true	false	false	false
2697	REB	false	false	false	false	false	false	false	false	false	false	true
2698	MEB	false	false	false	false	false	false	false	true	false	false	false
2699	CGB,IIB	false	true	false	true	false	false	false	false	false	false	false
2700	OEEB,REB	false	false	false	false	false	false	false	false	false	true	true
2701	REB	false	false	false	false	false	false	false	false	false	false	true
2702	MEB	false	false	false	false	false	false	false	true	false	false	false
2703	OD,CGR,ITEB,IIB,CGB,OEEB,MEB	false	true	true	true	true	false	false	true	true	true	false
2704	CGB,ITEB	false	true	false	false	true	false	false	false	false	false	false
2705	IIB,MEB	false	false	false	true	false	false	false	true	false	false	false
2706	OEEB	false	false	false	false	false	false	false	false	false	true	false
2707	OD,OEEB,ITEB	false	false	false	false	true	false	false	false	true	true	false
2708	CGB	false	true	false	false	false	false	false	false	false	false	false
2709	MEB	false	false	false	false	false	false	false	true	false	false	false
2710	BB	true	false	false	false	false	false	false	false	false	false	false
2711	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2712	BB,MEB,ITEB	true	false	false	false	true	false	false	true	false	false	false
2713	IIB,OEEB	false	false	false	true	false	false	false	false	false	true	false
2714	MEB	false	false	false	false	false	false	false	true	false	false	false
2715	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2716	OEEB,OD,CGR,BB,ITEB	true	false	true	false	true	false	false	false	true	true	false
2717	OD,LGS,OEEB,MEB,CGB,BB,REB,ITEB	true	true	false	false	true	true	false	true	true	true	true
2718	CGB	false	true	false	false	false	false	false	false	false	false	false
2719	OD,CGR,BB,CGB	true	true	true	false	false	false	false	false	true	false	false
2720	CGB	false	true	false	false	false	false	false	false	false	false	false
2721	REB	false	false	false	false	false	false	false	false	false	false	true
2722	LTG	false	false	false	false	false	false	true	false	false	false	false
2723	OD,OEEB,LGS,CGR,BB	true	false	true	false	false	true	false	false	true	true	false
2724	CGB	false	true	false	false	false	false	false	false	false	false	false
2725	CGB	false	true	false	false	false	false	false	false	false	false	false
2726	REB	false	false	false	false	false	false	false	false	false	false	true
2727	IIB	false	false	false	true	false	false	false	false	false	false	false
2728	REB,IIB,ITEB,OEEB,MEB	false	false	false	true	true	false	false	true	false	true	true
2729	OD,LGS,BB,ITEB,OEEB,MEB	true	false	false	false	true	true	false	true	true	true	false
2730	OD	false	false	false	false	false	false	false	false	true	false	false
2731	BB	true	false	false	false	false	false	false	false	false	false	false
2732	REB	false	false	false	false	false	false	false	false	false	false	true
2733	MEB	false	false	false	false	false	false	false	true	false	false	false
2734	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
2735	IIB,BB,OEEB,REB,MEB	true	false	false	true	false	false	false	true	false	true	true
2736	OD,CGR,LTG,MEB	false	false	true	false	false	false	true	true	true	false	false
2737	IIB,ITEB,OD,OEEB,MEB	false	false	false	true	true	false	false	true	true	true	false
2738	MEB	false	false	false	false	false	false	false	true	false	false	false
2739	OD,CGR,CGB,MEB	false	true	true	false	false	false	false	true	true	false	false
2740	OEEB	false	false	false	false	false	false	false	false	false	true	false
2741	IIB,MEB,CGB	false	true	false	true	false	false	false	true	false	false	false
2742	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
2743	LTG,IIB	false	false	false	true	false	false	true	false	false	false	false
2744	MEB	false	false	false	false	false	false	false	true	false	false	false
2745	BB,LTG,ITEB,CGB	true	true	false	false	true	false	true	false	false	false	false
2746	BB	true	false	false	false	false	false	false	false	false	false	false
2747	BB,IIB	true	false	false	true	false	false	false	false	false	false	false
2748	BB	true	false	false	false	false	false	false	false	false	false	false
2749	OD,CGR,BB	true	false	true	false	false	false	false	false	true	false	false
2750	BB,REB,LTG,OD,CGR,LGS,CGB,MEB,ITEB	true	true	true	false	true	true	true	true	true	false	true
2751	MEB	false	false	false	false	false	false	false	true	false	false	false
2752	OD,CGR,CGB,IIB	false	true	true	true	false	false	false	false	true	false	false
2753	BB	true	false	false	false	false	false	false	false	false	false	false
2754	ITEB,LTG	false	false	false	false	true	false	true	false	false	false	false
2755	OEEB	false	false	false	false	false	false	false	false	false	true	false
2756	MEB	false	false	false	false	false	false	false	true	false	false	false
2757	MEB	false	false	false	false	false	false	false	true	false	false	false
