row	Branches	BB	CGB	CGR	IIB	ITEB	LGS	LTG	MEB	OD	OEEB	REB
741	BB,ITEB	true	false	false	false	true	false	false	false	false	false	false
742	OEEB	false	false	false	false	false	false	false	false	false	true	false
743	OD,CGR,BB	true	false	true	false	false	false	false	false	true	false	false
744	LTG,OD,CGR,OEEB	false	false	true	false	false	false	true	false	true	true	false
745	OEEB,OD,LGS,MEB	false	false	false	false	false	true	false	true	true	true	false
746	CGB	false	true	false	false	false	false	false	false	false	false	false
747	OEEB,IIB,OD,MEB,REB,LTG,BB,LGS,CGR	true	false	true	true	false	true	true	true	true	true	true
748	REB	false	false	false	false	false	false	false	false	false	false	true
749	OEEB,BB	true	false	false	false	false	false	false	false	false	true	false
750	MEB	false	false	false	false	false	false	false	true	false	false	false
751	IIB	false	false	false	true	false	false	false	false	false	false	false
752	OEEB	false	false	false	false	false	false	false	false	false	true	false
753	REB,ITEB	false	false	false	false	true	false	false	false	false	false	true
754	CGB,ITEB	false	true	false	false	true	false	false	false	false	false	false
755	ITEB	false	false	false	false	true	false	false	false	false	false	false
756	BB,OEEB,MEB	true	false	false	false	false	false	false	true	false	true	false
757	IIB	false	false	false	true	false	false	false	false	false	false	false
758	MEB,CGB,OD,CGR	false	true	true	false	false	false	false	true	true	false	false
759	REB	false	false	false	false	false	false	false	false	false	false	true
760	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
761	none	false	false	false	false	false	false	false	false	false	false	false
762	REB	false	false	false	false	false	false	false	false	false	false	true
763	MEB	false	false	false	false	false	false	false	true	false	false	false
764	none	false	false	false	false	false	false	false	false	false	false	false
765	BB	true	false	false	false	false	false	false	false	false	false	false
766	MEB,OD	false	false	false	false	false	false	false	true	true	false	false
767	REB	false	false	false	false	false	false	false	false	false	false	true
768	OEEB	false	false	false	false	false	false	false	false	false	true	false
769	MEB	false	false	false	false	false	false	false	true	false	false	false
770	OEEB,ITEB,IIB,OD,LGS,REB	false	false	false	true	true	true	false	false	true	true	true
771	CGB,IIB,OD,LGS	false	true	false	true	false	true	false	false	true	false	false
772	OEEB,ITEB,OD,LGS,BB	true	false	false	false	true	true	false	false	true	true	false
773	OD,CGB	false	true	false	false	false	false	false	false	true	false	false
774	OEEB,BB	true	false	false	false	false	false	false	false	false	true	false
775	MEB	false	false	false	false	false	false	false	true	false	false	false
776	REB	false	false	false	false	false	false	false	false	false	false	true
777	MEB	false	false	false	false	false	false	false	true	false	false	false
778	CGB	false	true	false	false	false	false	false	false	false	false	false
779	REB,ITEB	false	false	false	false	true	false	false	false	false	false	true
780	MEB,BB	true	false	false	false	false	false	false	true	false	false	false
781	REB,MEB	false	false	false	false	false	false	false	true	false	false	true
782	OEEB,BB,MEB	true	false	false	false	false	false	false	true	false	true	false
783	ITEB,OD,LGS,LTG,BB	true	false	false	false	true	true	true	false	true	false	false
784	IIB,ITEB,MEB	false	false	false	true	true	false	false	true	false	false	false
785	MEB,CGB	false	true	false	false	false	false	false	true	false	false	false
786	MEB	false	false	false	false	false	false	false	true	false	false	false
787	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
788	CGB	false	true	false	false	false	false	false	false	false	false	false
789	LTG,OEEB,MEB	false	false	false	false	false	false	true	true	false	true	false
790	CGB,ITEB,IIB,OD,BB	true	true	false	true	true	false	false	false	true	false	false
791	ITEB	false	false	false	false	true	false	false	false	false	false	false
792	ITEB	false	false	false	false	true	false	false	false	false	false	false
793	ITEB,IIB	false	false	false	true	true	false	false	false	false	false	false
794	none	false	false	false	false	false	false	false	false	false	false	false
795	REB	false	false	false	false	false	false	false	false	false	false	true
796	CGB	false	true	false	false	false	false	false	false	false	false	false
797	OD,CGR,BB,OEEB,ITEB	true	false	true	false	true	false	false	false	true	true	false
798	MEB	false	false	false	false	false	false	false	true	false	false	false
799	LTG	false	false	false	false	false	false	true	false	false	false	false
800	OD,LGS,CGB,OEEB,LTG,MEB,BB	true	true	false	false	false	true	true	true	true	true	false
801	IIB	false	false	false	true	false	false	false	false	false	false	false
802	MEB	false	false	false	false	false	false	false	true	false	false	false
803	LTG,ITEB	false	false	false	false	true	false	true	false	false	false	false
804	MEB	false	false	false	false	false	false	false	true	false	false	false
805	OEEB,ITEB	false	false	false	false	true	false	false	false	false	true	false
806	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
807	BB,OEEB,REB	true	false	false	false	false	false	false	false	false	true	true
808	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
809	MEB	false	false	false	false	false	false	false	true	false	false	false
810	REB	false	false	false	false	false	false	false	false	false	false	true
811	MEB	false	false	false	false	false	false	false	true	false	false	false
812	BB	true	false	false	false	false	false	false	false	false	false	false
813	BB,REB	true	false	false	false	false	false	false	false	false	false	true
814	IIB	false	false	false	true	false	false	false	false	false	false	false
815	IIB	false	false	false	true	false	false	false	false	false	false	false
816	OEEB	false	false	false	false	false	false	false	false	false	true	false
817	none	false	false	false	false	false	false	false	false	false	false	false
818	IIB,MEB	false	false	false	true	false	false	false	true	false	false	false
819	BB	true	false	false	false	false	false	false	false	false	false	false
820	none	false	false	false	false	false	false	false	false	false	false	false
821	REB	false	false	false	false	false	false	false	false	false	false	true
822	OEEB,CGB,ITEB,OD,LGS,MEB,BB	true	true	false	false	true	true	false	true	true	true	false
823	ITEB,OD,CGR,BB	true	false	true	false	true	false	false	false	true	false	false
824	REB	false	false	false	false	false	false	false	false	false	false	true
825	OEEB,ITEB,MEB	false	false	false	false	true	false	false	true	false	true	false
826	OEEB	false	false	false	false	false	false	false	false	false	true	false
827	OEEB	false	false	false	false	false	false	false	false	false	true	false
828	OEEB,ITEB,OD,LGS,REB	false	false	false	false	true	true	false	false	true	true	true
829	CGB	false	true	false	false	false	false	false	false	false	false	false
830	MEB	false	false	false	false	false	false	false	true	false	false	false
831	REB	false	false	false	false	false	false	false	false	false	false	true
832	IIB	false	false	false	true	false	false	false	false	false	false	false
833	CGB	false	true	false	false	false	false	false	false	false	false	false
834	REB,ITEB	false	false	false	false	true	false	false	false	false	false	true
835	OEEB	false	false	false	false	false	false	false	false	false	true	false
836	BB	true	false	false	false	false	false	false	false	false	false	false
837	MEB,OD,OEEB,CGB	false	true	false	false	false	false	false	true	true	true	false
838	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
839	MEB	false	false	false	false	false	false	false	true	false	false	false
840	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
841	none	false	false	false	false	false	false	false	false	false	false	false
842	OEEB,BB	true	false	false	false	false	false	false	false	false	true	false
843	ITEB,IIB,MEB,REB	false	false	false	true	true	false	false	true	false	false	true
844	IIB	false	false	false	true	false	false	false	false	false	false	false
845	MEB	false	false	false	false	false	false	false	true	false	false	false
846	none	false	false	false	false	false	false	false	false	false	false	false
847	REB	false	false	false	false	false	false	false	false	false	false	true
848	IIB	false	false	false	true	false	false	false	false	false	false	false
849	OEEB,BB	true	false	false	false	false	false	false	false	false	true	false
850	none	false	false	false	false	false	false	false	false	false	false	false
851	OEEB	false	false	false	false	false	false	false	false	false	true	false
852	MEB,BB	true	false	false	false	false	false	false	true	false	false	false
853	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
854	ITEB	false	false	false	false	true	false	false	false	false	false	false
855	OEEB	false	false	false	false	false	false	false	false	false	true	false
856	OEEB	false	false	false	false	false	false	false	false	false	true	false
857	CGB	false	true	false	false	false	false	false	false	false	false	false
858	BB,REB	true	false	false	false	false	false	false	false	false	false	true
859	CGB	false	true	false	false	false	false	false	false	false	false	false
860	BB,MEB,IIB	true	false	false	true	false	false	false	true	false	false	false
861	IIB,BB	true	false	false	true	false	false	false	false	false	false	false
862	BB,REB,IIB	true	false	false	true	false	false	false	false	false	false	true
863	OD,CGR	false	false	true	false	false	false	false	false	true	false	false
864	LTG,ITEB,IIB,MEB,OD,CGR	false	false	true	true	true	false	true	true	true	false	false
865	none	false	false	false	false	false	false	false	false	false	false	false
866	OEEB	false	false	false	false	false	false	false	false	false	true	false
867	BB,REB	true	false	false	false	false	false	false	false	false	false	true
868	MEB	false	false	false	false	false	false	false	true	false	false	false
869	MEB	false	false	false	false	false	false	false	true	false	false	false
870	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
871	CGB	false	true	false	false	false	false	false	false	false	false	false
872	CGB	false	true	false	false	false	false	false	false	false	false	false
873	OEEB	false	false	false	false	false	false	false	false	false	true	false
874	MEB	false	false	false	false	false	false	false	true	false	false	false
875	none	false	false	false	false	false	false	false	false	false	false	false
876	OEEB	false	false	false	false	false	false	false	false	false	true	false
877	MEB	false	false	false	false	false	false	false	true	false	false	false
878	OEEB	false	false	false	false	false	false	false	false	false	true	false
879	MEB,CGB,BB,IIB	true	true	false	true	false	false	false	true	false	false	false
880	OEEB	false	false	false	false	false	false	false	false	false	true	false
881	MEB	false	false	false	false	false	false	false	true	false	false	false
882	REB,MEB,IIB	false	false	false	true	false	false	false	true	false	false	true
883	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
884	REB	false	false	false	false	false	false	false	false	false	false	true
885	CGB	false	true	false	false	false	false	false	false	false	false	false
886	CGB	false	true	false	false	false	false	false	false	false	false	false
887	MEB	false	false	false	false	false	false	false	true	false	false	false
888	OEEB,ITEB	false	false	false	false	true	false	false	false	false	true	false
889	MEB	false	false	false	false	false	false	false	true	false	false	false
890	BB	true	false	false	false	false	false	false	false	false	false	false
891	OEEB,BB	true	false	false	false	false	false	false	false	false	true	false
892	REB	false	false	false	false	false	false	false	false	false	false	true
893	OEEB,MEB,BB	true	false	false	false	false	false	false	true	false	true	false
894	none	false	false	false	false	false	false	false	false	false	false	false
895	none	false	false	false	false	false	false	false	false	false	false	false
896	REB	false	false	false	false	false	false	false	false	false	false	true
897	none	false	false	false	false	false	false	false	false	false	false	false
898	IIB,BB,CGB	true	true	false	true	false	false	false	false	false	false	false
899	OEEB,ITEB,CGB,BB	true	true	false	false	true	false	false	false	false	true	false
900	LTG,IIB	false	false	false	true	false	false	true	false	false	false	false
901	BB	true	false	false	false	false	false	false	false	false	false	false
902	REB	false	false	false	false	false	false	false	false	false	false	true
903	OD,MEB,LGS,OEEB	false	false	false	false	false	true	false	true	true	true	false
904	REB,IIB	false	false	false	true	false	false	false	false	false	false	true
905	OD,CGB	false	true	false	false	false	false	false	false	true	false	false
906	ITEB	false	false	false	false	true	false	false	false	false	false	false
907	MEB,BB	true	false	false	false	false	false	false	true	false	false	false
908	CGB	false	true	false	false	false	false	false	false	false	false	false
909	IIB	false	false	false	true	false	false	false	false	false	false	false
910	REB,BB	true	false	false	false	false	false	false	false	false	false	true
911	CGB	false	true	false	false	false	false	false	false	false	false	false
912	OD,CGR,BB,ITEB,MEB	true	false	true	false	true	false	false	true	true	false	false
913	none	false	false	false	false	false	false	false	false	false	false	false
914	OEEB	false	false	false	false	false	false	false	false	false	true	false
915	LTG	false	false	false	false	false	false	true	false	false	false	false
916	REB	false	false	false	false	false	false	false	false	false	false	true
917	MEB,BB	true	false	false	false	false	false	false	true	false	false	false
918	REB	false	false	false	false	false	false	false	false	false	false	true
919	IIB,MEB,OEEB,OD,BB,LGS	true	false	false	true	false	true	false	true	true	true	false
920	BB,REB,IIB	true	false	false	true	false	false	false	false	false	false	true
921	none	false	false	false	false	false	false	false	false	false	false	false
922	OEEB	false	false	false	false	false	false	false	false	false	true	false
923	ITEB,OD,LGS,LTG,OEEB,CGB,MEB	false	true	false	false	true	true	true	true	true	true	false
924	OD,CGR,CGB,LGS	false	true	true	false	false	true	false	false	true	false	false
925	BB,LTG	true	false	false	false	false	false	true	false	false	false	false
926	IIB,ITEB,BB	true	false	false	true	true	false	false	false	false	false	false
927	OEEB	false	false	false	false	false	false	false	false	false	true	false
928	BB,REB	true	false	false	false	false	false	false	false	false	false	true
929	REB	false	false	false	false	false	false	false	false	false	false	true
930	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
931	OEEB,REB	false	false	false	false	false	false	false	false	false	true	true
932	OD,LGS,REB	false	false	false	false	false	true	false	false	true	false	true
933	REB,OD,LGS,MEB,ITEB	false	false	false	false	true	true	false	true	true	false	true
934	LTG,OD,CGR,CGB	false	true	true	false	false	false	true	false	true	false	false
935	MEB	false	false	false	false	false	false	false	true	false	false	false
936	OEEB,OD,LGS,ITEB,CGR,CGB,BB	true	true	true	false	true	true	false	false	true	true	false
937	LTG,ITEB,BB,OEEB	true	false	false	false	true	false	true	false	false	true	false
938	MEB,ITEB,OD,OEEB,LGS,CGR	false	false	true	false	true	true	false	true	true	true	false
939	MEB,ITEB,IIB	false	false	false	true	true	false	false	true	false	false	false
940	BB	true	false	false	false	false	false	false	false	false	false	false
941	REB	false	false	false	false	false	false	false	false	false	false	true
942	OD,CGR,CGB	false	true	true	false	false	false	false	false	true	false	false
943	MEB	false	false	false	false	false	false	false	true	false	false	false
944	OEEB,BB	true	false	false	false	false	false	false	false	false	true	false
945	CGB	false	true	false	false	false	false	false	false	false	false	false
946	MEB,ITEB,OD,LGS,BB,LTG,CGR,OEEB	true	false	true	false	true	true	true	true	true	true	false
947	REB	false	false	false	false	false	false	false	false	false	false	true
948	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
949	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
950	MEB	false	false	false	false	false	false	false	true	false	false	false
951	REB	false	false	false	false	false	false	false	false	false	false	true
952	MEB	false	false	false	false	false	false	false	true	false	false	false
953	REB,BB	true	false	false	false	false	false	false	false	false	false	true
954	OD,CGB	false	true	false	false	false	false	false	false	true	false	false
955	ITEB,OEEB	false	false	false	false	true	false	false	false	false	true	false
956	OD,CGR,LGS,CGB,ITEB,LTG,MEB,OEEB,REB	false	true	true	false	true	true	true	true	true	true	true
957	IIB	false	false	false	true	false	false	false	false	false	false	false
958	none	false	false	false	false	false	false	false	false	false	false	false
959	REB	false	false	false	false	false	false	false	false	false	false	true
960	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
961	IIB,MEB,OEEB,OD,BB,LGS	true	false	false	true	false	true	false	true	true	true	false
962	MEB	false	false	false	false	false	false	false	true	false	false	false
963	none	false	false	false	false	false	false	false	false	false	false	false
964	MEB,BB	true	false	false	false	false	false	false	true	false	false	false
965	ITEB	false	false	false	false	true	false	false	false	false	false	false
966	BB	true	false	false	false	false	false	false	false	false	false	false
967	OD,LGS,ITEB,REB,OEEB,IIB	false	false	false	true	true	true	false	false	true	true	true
968	CGB	false	true	false	false	false	false	false	false	false	false	false
969	OD,CGB,OEEB,MEB	false	true	false	false	false	false	false	true	true	true	false
970	OD,CGR,LGS,ITEB,MEB,OEEB	false	false	true	false	true	true	false	true	true	true	false
971	ITEB,MEB	false	false	false	false	true	false	false	true	false	false	false
972	MEB,ITEB,OD,OEEB,LGS	false	false	false	false	true	true	false	true	true	true	false
973	LTG	false	false	false	false	false	false	true	false	false	false	false
974	MEB,REB,CGB,IIB	false	true	false	true	false	false	false	true	false	false	true
975	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
976	REB,ITEB	false	false	false	false	true	false	false	false	false	false	true
977	MEB,CGB	false	true	false	false	false	false	false	true	false	false	false
978	IIB,OEEB,BB	true	false	false	true	false	false	false	false	false	true	false
979	OEEB	false	false	false	false	false	false	false	false	false	true	false
980	REB	false	false	false	false	false	false	false	false	false	false	true
981	BB,OEEB	true	false	false	false	false	false	false	false	false	true	false
982	CGB	false	true	false	false	false	false	false	false	false	false	false
983	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
984	none	false	false	false	false	false	false	false	false	false	false	false
985	OEEB	false	false	false	false	false	false	false	false	false	true	false
986	BB,OEEB	true	false	false	false	false	false	false	false	false	true	false
987	REB	false	false	false	false	false	false	false	false	false	false	true
988	IIB	false	false	false	true	false	false	false	false	false	false	false
989	REB,IIB	false	false	false	true	false	false	false	false	false	false	true
990	IIB	false	false	false	true	false	false	false	false	false	false	false
991	OEEB,CGB	false	true	false	false	false	false	false	false	false	true	false
992	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
993	OD,CGB	false	true	false	false	false	false	false	false	true	false	false
994	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
995	MEB	false	false	false	false	false	false	false	true	false	false	false
996	none	false	false	false	false	false	false	false	false	false	false	false
997	OEEB	false	false	false	false	false	false	false	false	false	true	false
998	OEEB	false	false	false	false	false	false	false	false	false	true	false
999	none	false	false	false	false	false	false	false	false	false	false	false
1000	MEB,IIB	false	false	false	true	false	false	false	true	false	false	false
1001	OD,ITEB,LTG,LGS	false	false	false	false	true	true	true	false	true	false	false
1002	MEB	false	false	false	false	false	false	false	true	false	false	false
1003	none	false	false	false	false	false	false	false	false	false	false	false
1004	BB	true	false	false	false	false	false	false	false	false	false	false
1005	OEEB	false	false	false	false	false	false	false	false	false	true	false
1006	MEB	false	false	false	false	false	false	false	true	false	false	false
1007	MEB,BB,OEEB,IIB	true	false	false	true	false	false	false	true	false	true	false
1008	CGB	false	true	false	false	false	false	false	false	false	false	false
1009	OEEB,BB	true	false	false	false	false	false	false	false	false	true	false
1010	MEB,OEEB,ITEB	false	false	false	false	true	false	false	true	false	true	false
1011	BB,IIB	true	false	false	true	false	false	false	false	false	false	false
1012	OD,CGB,LTG,BB	true	true	false	false	false	false	true	false	true	false	false
1013	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
1014	MEB	false	false	false	false	false	false	false	true	false	false	false
1015	REB	false	false	false	false	false	false	false	false	false	false	true
1016	CGB	false	true	false	false	false	false	false	false	false	false	false
1017	IIB,OEEB,BB,REB	true	false	false	true	false	false	false	false	false	true	true
1018	none	false	false	false	false	false	false	false	false	false	false	false
1019	OEEB	false	false	false	false	false	false	false	false	false	true	false
1020	BB	true	false	false	false	false	false	false	false	false	false	false
1021	CGB	false	true	false	false	false	false	false	false	false	false	false
1022	ITEB	false	false	false	false	true	false	false	false	false	false	false
1023	MEB,CGB	false	true	false	false	false	false	false	true	false	false	false
1024	MEB,IIB	false	false	false	true	false	false	false	true	false	false	false
1025	none	false	false	false	false	false	false	false	false	false	false	false
1026	ITEB,OD,LGS,BB,CGR	true	false	true	false	true	true	false	false	true	false	false
1027	REB	false	false	false	false	false	false	false	false	false	false	true
1028	MEB	false	false	false	false	false	false	false	true	false	false	false
1029	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
1030	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
1031	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
1032	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
1033	OEEB	false	false	false	false	false	false	false	false	false	true	false
1034	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
1035	MEB	false	false	false	false	false	false	false	true	false	false	false
1036	IIB,BB,MEB	true	false	false	true	false	false	false	true	false	false	false
1037	MEB	false	false	false	false	false	false	false	true	false	false	false
1038	MEB,BB,OEEB	true	false	false	false	false	false	false	true	false	true	false
1039	OEEB,IIB,MEB,BB,REB	true	false	false	true	false	false	false	true	false	true	true
1040	REB	false	false	false	false	false	false	false	false	false	false	true
1041	OEEB	false	false	false	false	false	false	false	false	false	true	false
1042	ITEB,MEB	false	false	false	false	true	false	false	true	false	false	false
1043	OEEB,OD,CGR,BB,ITEB,MEB	true	false	true	false	true	false	false	true	true	true	false
1044	none	false	false	false	false	false	false	false	false	false	false	false
1045	MEB	false	false	false	false	false	false	false	true	false	false	false
1046	IIB,OD,CGR,ITEB	false	false	true	true	true	false	false	false	true	false	false
1047	BB	true	false	false	false	false	false	false	false	false	false	false
1048	BB,MEB	true	false	false	false	false	false	false	true	false	false	false
1049	OEEB,BB,MEB	true	false	false	false	false	false	false	true	false	true	false
1050	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
1051	ITEB,MEB	false	false	false	false	true	false	false	true	false	false	false
1052	IIB	false	false	false	true	false	false	false	false	false	false	false
1053	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
1054	MEB	false	false	false	false	false	false	false	true	false	false	false
1055	BB	true	false	false	false	false	false	false	false	false	false	false
1056	REB	false	false	false	false	false	false	false	false	false	false	true
1057	OEEB,ITEB,MEB	false	false	false	false	true	false	false	true	false	true	false
1058	OEEB	false	false	false	false	false	false	false	false	false	true	false
1059	MEB	false	false	false	false	false	false	false	true	false	false	false
1060	MEB,BB,OD,CGR	true	false	true	false	false	false	false	true	true	false	false
1061	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
1062	MEB	false	false	false	false	false	false	false	true	false	false	false
1063	MEB,OD,BB,CGR	true	false	true	false	false	false	false	true	true	false	false
1064	BB	true	false	false	false	false	false	false	false	false	false	false
1065	BB,OD,LGS,OEEB,MEB,LTG,ITEB,IIB	true	false	false	true	true	true	true	true	true	true	false
1066	REB	false	false	false	false	false	false	false	false	false	false	true
1067	MEB,OD,LGS,OEEB	false	false	false	false	false	true	false	true	true	true	false
1068	CGB	false	true	false	false	false	false	false	false	false	false	false
1069	OD,ITEB,MEB	false	false	false	false	true	false	false	true	true	false	false
1070	OEEB	false	false	false	false	false	false	false	false	false	true	false
1071	BB,IIB,CGB	true	true	false	true	false	false	false	false	false	false	false
1072	MEB	false	false	false	false	false	false	false	true	false	false	false
1073	CGB	false	true	false	false	false	false	false	false	false	false	false
1074	OEEB	false	false	false	false	false	false	false	false	false	true	false
1075	MEB	false	false	false	false	false	false	false	true	false	false	false
1076	REB,IIB	false	false	false	true	false	false	false	false	false	false	true
1077	none	false	false	false	false	false	false	false	false	false	false	false
1078	none	false	false	false	false	false	false	false	false	false	false	false
1079	OEEB	false	false	false	false	false	false	false	false	false	true	false
1080	REB,OEEB,MEB	false	false	false	false	false	false	false	true	false	true	true
1081	MEB,ITEB	false	false	false	false	true	false	false	true	false	false	false
1082	OD,CGR,LGS	false	false	true	false	false	true	false	false	true	false	false
1083	REB	false	false	false	false	false	false	false	false	false	false	true
1084	ITEB	false	false	false	false	true	false	false	false	false	false	false
1085	MEB	false	false	false	false	false	false	false	true	false	false	false
1086	OD,MEB	false	false	false	false	false	false	false	true	true	false	false
1087	CGB	false	true	false	false	false	false	false	false	false	false	false
1088	OEEB	false	false	false	false	false	false	false	false	false	true	false
1089	OEEB,REB	false	false	false	false	false	false	false	false	false	true	true
1090	none	false	false	false	false	false	false	false	false	false	false	false
1091	none	false	false	false	false	false	false	false	false	false	false	false
1092	LTG,ITEB	false	false	false	false	true	false	true	false	false	false	false
1093	ITEB	false	false	false	false	true	false	false	false	false	false	false
1094	OD,LGS,MEB,OEEB,ITEB,CGR,REB,CGB	false	true	true	false	true	true	false	true	true	true	true
1095	OEEB	false	false	false	false	false	false	false	false	false	true	false
1096	MEB	false	false	false	false	false	false	false	true	false	false	false
1097	MEB	false	false	false	false	false	false	false	true	false	false	false
1098	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
1099	BB,LTG,IIB	true	false	false	true	false	false	true	false	false	false	false
1100	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
1101	OD,LGS,MEB,BB,OEEB	true	false	false	false	false	true	false	true	true	true	false
1102	MEB	false	false	false	false	false	false	false	true	false	false	false
1103	BB,MEB,OD,OEEB,IIB	true	false	false	true	false	false	false	true	true	true	false
1104	REB	false	false	false	false	false	false	false	false	false	false	true
1105	BB,REB,IIB	true	false	false	true	false	false	false	false	false	false	true
1106	CGB	false	true	false	false	false	false	false	false	false	false	false
1107	MEB,IIB	false	false	false	true	false	false	false	true	false	false	false
1108	REB,OEEB	false	false	false	false	false	false	false	false	false	true	true
1109	OEEB,CGB,MEB	false	true	false	false	false	false	false	true	false	true	false
1110	MEB	false	false	false	false	false	false	false	true	false	false	false
1111	MEB	false	false	false	false	false	false	false	true	false	false	false
1112	CGB	false	true	false	false	false	false	false	false	false	false	false
1113	MEB	false	false	false	false	false	false	false	true	false	false	false
1114	CGB	false	true	false	false	false	false	false	false	false	false	false
1115	BB,ITEB,OD,CGR,LGS,MEB	true	false	true	false	true	true	false	true	true	false	false
1116	BB,CGB,ITEB	true	true	false	false	true	false	false	false	false	false	false
1117	REB	false	false	false	false	false	false	false	false	false	false	true
1118	MEB	false	false	false	false	false	false	false	true	false	false	false
1119	OD,OEEB,ITEB,LGS	false	false	false	false	true	true	false	false	true	true	false
1120	OD,CGR	false	false	true	false	false	false	false	false	true	false	false
1121	REB,BB	true	false	false	false	false	false	false	false	false	false	true
1122	OD,LGS,ITEB,LTG,MEB,OEEB,REB	false	false	false	false	true	true	true	true	true	true	true
1123	OD,CGR	false	false	true	false	false	false	false	false	true	false	false
1124	OEEB	false	false	false	false	false	false	false	false	false	true	false
1125	OEEB,MEB,REB	false	false	false	false	false	false	false	true	false	true	true
1126	CGB	false	true	false	false	false	false	false	false	false	false	false
1127	ITEB	false	false	false	false	true	false	false	false	false	false	false
1128	REB	false	false	false	false	false	false	false	false	false	false	true
1129	none	false	false	false	false	false	false	false	false	false	false	false
1130	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
1131	CGB	false	true	false	false	false	false	false	false	false	false	false
1132	MEB,OD,LGS,OEEB	false	false	false	false	false	true	false	true	true	true	false
1133	MEB,IIB	false	false	false	true	false	false	false	true	false	false	false
1134	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
1135	OEEB	false	false	false	false	false	false	false	false	false	true	false
1136	REB,BB	true	false	false	false	false	false	false	false	false	false	true
1137	OEEB,BB	true	false	false	false	false	false	false	false	false	true	false
1138	OEEB,OD,MEB,LGS	false	false	false	false	false	true	false	true	true	true	false
1139	BB,REB,IIB	true	false	false	true	false	false	false	false	false	false	true
1140	OD,ITEB,BB,OEEB,LGS,MEB,CGR	true	false	true	false	true	true	false	true	true	true	false
1141	OD,CGB	false	true	false	false	false	false	false	false	true	false	false
1142	CGB	false	true	false	false	false	false	false	false	false	false	false
1143	MEB	false	false	false	false	false	false	false	true	false	false	false
1144	REB	false	false	false	false	false	false	false	false	false	false	true
1145	OD,CGB,BB,MEB,CGR	true	true	true	false	false	false	false	true	true	false	false
1146	ITEB	false	false	false	false	true	false	false	false	false	false	false
1147	ITEB	false	false	false	false	true	false	false	false	false	false	false
1148	REB	false	false	false	false	false	false	false	false	false	false	true
1149	none	false	false	false	false	false	false	false	false	false	false	false
1150	OD,CGB,BB,MEB,CGR	true	true	true	false	false	false	false	true	true	false	false
1151	OD,CGB,ITEB,BB,LGS,CGR	true	true	true	false	true	true	false	false	true	false	false
1152	MEB	false	false	false	false	false	false	false	true	false	false	false
1153	IIB,OEEB	false	false	false	true	false	false	false	false	false	true	false
1154	MEB,IIB,ITEB,REB	false	false	false	true	true	false	false	true	false	false	true
1155	IIB,CGB,BB	true	true	false	true	false	false	false	false	false	false	false
1156	CGB	false	true	false	false	false	false	false	false	false	false	false
1157	none	false	false	false	false	false	false	false	false	false	false	false
1158	OD,LGS,MEB,REB	false	false	false	false	false	true	false	true	true	false	true
1159	BB,IIB	true	false	false	true	false	false	false	false	false	false	false
1160	IIB	false	false	false	true	false	false	false	false	false	false	false
1161	none	false	false	false	false	false	false	false	false	false	false	false
1162	IIB	false	false	false	true	false	false	false	false	false	false	false
1163	ITEB	false	false	false	false	true	false	false	false	false	false	false
1164	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
1165	OEEB	false	false	false	false	false	false	false	false	false	true	false
1166	OD,CGB,LGS,BB,MEB,REB,CGR	true	true	true	false	false	true	false	true	true	false	true
1167	REB	false	false	false	false	false	false	false	false	false	false	true
1168	CGB	false	true	false	false	false	false	false	false	false	false	false
1169	BB,REB	true	false	false	false	false	false	false	false	false	false	true
1170	REB	false	false	false	false	false	false	false	false	false	false	true
1171	REB,OD,LGS	false	false	false	false	false	true	false	false	true	false	true
1172	REB,CGB	false	true	false	false	false	false	false	false	false	false	true
1173	CGB	false	true	false	false	false	false	false	false	false	false	false
